,PC1,PC2,PC3,PC4
0,-0.7841728189985362,0.24101273491784844,0.2551994141630167,-0.4515220137210914
1,-0.6998466850324452,0.5644629122551832,0.5563514496983396,-1.4703025664074545
2,-0.5114274542001359,-0.04958742144780698,-0.07176218600059053,1.0644288398698378
3,-0.7266802088718622,0.2507559899894211,0.24942158706230483,-0.48771999526725995
4,0.07293815530681402,-0.21966960912097533,0.2851160909484156,-0.9765288792276021
5,-0.8896332524479748,-0.23873576975543007,-0.18552050799262187,1.0861599178935943
6,-0.8253159097697241,-0.24793465251213,-0.19159534900668268,1.0492030150316387
7,-0.8926933982840407,-0.2382980974015644,-0.1852314739831334,1.0879182851969929
8,-0.6319280868226476,-0.09089696236675565,-0.1256361295235408,1.074581512562607
9,-0.05076449919809424,0.3004725150568861,0.2209942589514351,-1.0735860166783602
10,-0.23322808542610712,0.15563034665315717,0.3706525079743665,-1.1617502084315172
11,-0.8681790498768323,-0.2418042219935411,-0.18754688010745146,1.0738322804728626
12,-0.8828558154284036,-0.23970510160183164,-0.18616064408441702,1.082265585958298
13,4.96293335969967,0.280564366201431,-0.04229723907192108,-1.6531619269820848
14,0.3331782801179423,0.42398312091777823,0.23833976373741295,-0.8116674692320833
15,0.03293615208275841,0.20472521658602932,0.027790363413242314,-0.8143106236571818
16,-0.7518560718690034,0.05524667071770621,0.07955099832190544,0.025035488151262004
17,-0.8709853536547585,-0.24140285498492622,-0.1872818217487232,1.0754447895070243
18,-0.789298950731658,0.2668186561406276,0.2832061133263656,-0.5378098961399789
19,-0.7472972998133361,0.3106869096142997,0.3211734967254729,-0.7022488102271225
20,0.5697762392243815,0.11390894568335934,0.21465384353304987,-0.7413873332477884
21,-0.8689257797920056,-0.24169742216857062,-0.18747635067749951,1.0742613533137173
22,-0.7824274042411031,0.16644424631490629,0.21304599976076938,-0.2719173953574682
23,-0.8972483668323138,-0.23764663047380855,-0.1848012523881084,1.0905355812973605
24,-0.8724717727649601,-0.24119026232247023,-0.18714142789228067,1.0762988895736685
25,-0.9092283125068871,-0.2359332183348257,-0.18366973385361007,1.097419287466652
26,0.4387517266271097,-0.21341643665622131,-0.27764255699574897,-0.37814318012868997
27,-0.9067327740995075,-0.36115114615341837,-0.26708086819364296,1.0304288574347544
28,-0.8764844659145096,-0.24061635344681945,-0.18676242478197386,1.0786045928998242
29,-0.6221690346418769,0.4461129889393948,0.4127524407939912,-1.1140924279527653
