,Medal,Event_Count,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Male_Percentage,is_Host?
ROC,131.0,,0.0,27.00000449999775,0.0,0,22.500003749998125,78.0,4.000000666666445,0.0,7.500001249999375,47.41532976827095,0
ROT,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ROU,19.0,60.27657389670979,0.0,0.7174793898158605,0.0,-4.824558165895702e-06,0.10468909442470734,14.90389842111529,0.0,0.0,0.1498468648477872,39.67855723188277,0
RSA,11.0,74.34744421010718,0.0,1.982799370482767,0.0,-4.824558165895693e-06,0.0,8.526010304941385,1.9110541995394437,1.0000000000002356,-0.25132031914902875,58.4386158188928,0
RUS,107.0,189.07937351544982,0.0,-0.2812377265602013,8.999790643757727,2.933830080683365,11.745759280900844,82.20930544886383,0.0,0.0,11.682292532846972,0.0,0
RWA,0.0,7.0836056520668045,0.0,0.0,0.0,-4.824558165895686e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
SAA,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
SAM,0.0,12.770431732647918,0.0,0.0,0.0,-4.824558165895686e-06,0.0,0.0,0.0,0.0,0.0,86.24820018767146,0
SCG,4.000000000028177,53.4811723907948,0.0,0,0.0,-4.8245581658957205e-06,0,3.6666692203746614,0.0,0.0,0,86.56585009479873,0
SEN,0.0,14.194511822655834,0.0,0.0,0.0,-4.824558165895705e-06,0.0,0.12498451487559081,0.0,0.0,0.0,58.92827204040191,0
SEY,0.0,5.333267557422058,0.0,0.0,0.0,-4.824558165895686e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
SGP,1.0,25.494535482033687,0.0,0.0,0.0,0.14514674543724712,0.0,0.2777900765800564,0.0,0.0,2.000003226792116,27.93051271067903,0
SKN,0.0,2.875147302530676,0.0,0.0,0.0,-4.824558165895734e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
SLE,0.0,4.0,0.0,0.0,0.0,-4.824558165895697e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
SLO,8.0,55.867429729118314,0.0,0.0,0.0,-4.824558165895735e-06,4.512480333113837,2.9631420762122396,3.59912122964357,0.0,2.9623311777481858,43.48101842466163,0
SMR,0.0,6.145156969982642,0.0,0.0,0.0,-4.824558165895705e-06,0.0,0.5523792993713295,0.0,0.0,0.0,43.17323132397203,0
SOL,0.0,2.937130769503028,0.0,0.0,0.0,-4.824558165895686e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
SOM,0.0,1.3053134866492135,0.0,0.0,0.0,-4.824558165895686e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
SRB,12.0,55.78321240025196,0.0,2.942965958290274,0.0,2.981640528162128,3.5288068922729625,6.000004191272314,0.0,0.0,5.9364048148788715,63.49295514976659,0
SRI,0.0,9.66941688992614,0.0,0.0,0.0,-4.824558165895713e-06,0.0,0.21050623628364945,0.0,0.0,0.0,41.80878225527385,0
SSD,0.0,2.000155610057174,0.0,0,0.0,-4.8245581658957205e-06,0,0.0,0.0,0.0,0,0.0,0
STP,0.0,3.0,0.0,0.0,0.0,-4.824558165895734e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
SUD,0.0,4.631159799481659,0.0,0.0,0.0,-4.824558165895688e-06,0.0,0.14286714445700385,0.0,0.0,0.0,68.57586526181288,0
SUI,12.0,92.85865930772358,0.0,1.0000021642354628,0.0,-4.824558165895683e-06,0.0,4.832249495880349,0.0,0.20131952640999895,5.981508494195246,61.81236160878821,0
SUR,0.0,5.583945098550202,0.0,0.0,0.0,-4.824558165895688e-06,0.0,0.2855791151920341,0.0,0.0,0.0,95.73345392287982,0
SVK,1.0000000000000009,17.864019525454843,0.0,0.0,0.0,-4.824558165895734e-06,0.0,1.4574048829112287,7.54623561374596,0.0,0.0,38.70662608594277,0
SWE,23.0,83.05036119086915,0.0,5.999961578514988,0.0,2.165944499840104,-0.26640889181755767,11.94616189750734,0.0,0.999993066778899,3.933075703843846,41.4910953812326,0
SWZ,0.0,3.428775689120519,0.0,0.0,0.0,-4.824558165895695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
SYR,0.0,7.817669641891383,0.0,0.0,0.0,-4.8245581658957044e-06,0.0,0.466664544017015,0.0,0.0,0.0,72.79952864678584,0
TAN,0.0,7.734227422487204,0.0,0.0,0.0,-4.8245581658957044e-06,0.0,0.26666519781904263,0.0,0.0,0.0,60.26580792300015,0
TCH,17.0,106.55069469849983,0.0,0.2156528537410232,1.3497101136844113e-17,-4.824558165895705e-06,1.2112018117490324,14.817167693344121,0.0,0.0,3.774535186077024,66.52155652657497,0
TGA,-4.15816390625796e-112,5.224514708691123,0.0,0.0,0.0,-4.824558165895686e-06,0.0,0.18181631770529902,0.0,0.0,0.0,44.94947528942823,0
THA,11.0,41.894926528137255,0.0,0.0,0.0,4.610904761776868,0.0,4.88248421566032,0.0,0.0,0.0,40.969221869317245,0
TJK,3.0,11.984297835771466,0.0,0.0,0.0,-4.824558165895734e-06,0.0,1.6845843773366795,0.0,0.0,0.0,66.48277330816688,0
TKM,0.0,7.408587222373308,0.0,0.0,0.0,-4.824558165895734e-06,0.0,0.30082577884483536,0.0,0.0,0.0,58.72670450139067,0
TLS,0.0,4.000018397942302,0.0,0.0,0.0,-4.824558165895731e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
TOG,1.5192908393215678e-64,5.9044896495863455,0.0,0.0,0.0,-4.824558165895695e-06,0.0,0.08333766952176452,0.0,0.0,0.0,54.77985367413416,0
TPE,11.000000000000002,55.60547189598429,0.0,2.239308828889717,0.0,2.094115053646369,0.9881540285220092,6.760111003291668,1.4072456870585839,0.0,0.0,52.832301876240976,0
TTO,0.0,13.67467821027851,0.0,0.0,0.0,-4.824558165895713e-06,0.0,1.5789763558125245,0.0,0.0,0.0,62.25156045326794,0
TUN,6.0,36.01957580652147,0.0,0.0,0.0,5.677475799147341,0.0,2.374100569791008,0.0,0.0,0.0,56.97016594272508,0
TUR,11.0,90.72235961802828,0.0,0.9926691409598583,0.0,4.3424557051479535,4.963244055236233,8.924822573536014,0.0,0.0,0.0,58.65286498064064,0
TUV,0.0,1.442869757497005,0.0,0.0,0.0,-4.82455816589571e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
UAE,0.0,11.225539252703932,0.0,0.0,0.0,-4.824558165895686e-06,0.0,0.3636364015835608,0.0,0.0,0.0,97.42402800378028,0
UAR,3.0000000000000004,,0.0,0.0,0.0,0,0.0,3.0000000000000004,0.0,0.0,0.0,0.0,0
UGA,5.0,15.30719718693283,0.0,0.0,0.0,-4.824558165895714e-06,0.0,4.888407633721825,0.0,0.0,0.0,49.816997934207905,0
UKR,22.0,97.8352842053441,0.0,3.9999846147503675,0.0,0.7690360599414312,-1.394687289273869,18.28552848566739,7.078522543138101,0.0,-1.4571869075706418,52.812903851347905,0
UNK,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
URS,246.00000000000003,238.0268751003431,0.0,10.338523318663306,0.0,0.9201363980303503,10.655090392579606,231.88447242544265,0.0,0.0,30.52550850457863,63.1587545697361,0
URU,0.0,12.83310328158681,0.0,0.026043851646266467,0.0,-4.8245581658957205e-06,0.0,0.03497321221204198,0.0,0.0,-0.28623842997376875,85.16677762690263,0
USA,218.0,273.0250757509044,0.0,23.71947532011908,2.8867923730351794,3.193135613186315,9.124083581075642,154.98444451896873,5.623084816665317,1.9999999999982119,11.757967657413689,48.2928761372632,1
UZB,31.0,70.1257558688012,0.0,0.0,0.0,4.72349329568279,-0.7747278955635216,17.46953322341256,0.0,0.0,0.0,57.25192727685571,0
VAN,0.0,5.920397510352861,0.0,0.0,0.0,-4.824558165895698e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
VEN,0.0,18.801644745785026,0.0,0.0,0.0,0.058991275826428005,0.0,2.0070640774555866,0.0,0.0,-2.0001452228810885,63.28476470341043,0
VIE,0.0,17.700491012282065,0.0,0.0,0.0,0.29805625104158245,0.0,0.6371025184226682,0.0,0.0,0.0,40.52226960871282,0
VIN,0.0,3.7379260393574834,0.0,0.0,0.0,-4.824558165895698e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
VNM,0.0,8.904417938380561,0.0,0.0,0.0,-4.824558165895731e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
WIF,2.0,,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0
YAR,0.0,0,0.0,0.0,0,-4.824558165895707e-06,0.0,0,0.0,0,0.0,0,0
YEM,0.0,2.873765299350574,0.0,0.0,0.0,-4.824558165895735e-06,0.0,0.0,0.0,0.0,0.0,0.0,0
YMD,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
YUG,22.0,59.31936406775256,0.0,4.111962451247981,0.0,0.021066361960668606,0.0,18.721450921973464,0.0,0.0,-0.2846649811675127,79.67813787595146,0
ZAM,1.0,6.045803044065586,0.0,0.0,0.0,-4.8245581658957044e-06,0.0,0.266667013258196,0.0,0.0,0.0,32.91790810981255,0
ZIM,0.0,4.673346003428291,0.0,0.0,0.0,-4.8245581658957044e-06,-0.5230010166532825,0.28926933808633176,0.0,0.0,0.0,66.58314593959898,0
